Ad ID,Car Name,Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Description,Car Features,Images URL's,Car Profile,Formatted Car Name
1080469724,Wagner VXL,Suzuki,Wagon R,2018,36000,2300000,Petrol,Lahore,Original,Local,Manual,Used,"Faisalabad, Punjab","Engine 10/10, AC 10/10 totally genuine drive at home and one hand drive over all condition 10/9.5 contact # ","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Navigation System, Power Locks, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/412287423-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287424-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287425-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287426-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287427-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287428-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287429-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287430-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287431-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287432-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287433-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287434-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287435-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287436-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287437-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287438-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287440-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287441-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287442-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412287443-800x600.jpeg']",https://www.olx.com.pk/item/wagner-vxl-iid-1080469724,
1080442167,Daihatsu Mira,Daihatsu,Mira,2019,37500,3650000,Petrol,Karachi,Original,Imported,Automatic,Used,"Nazimabad 3, Karachi","Mira G full loaded 
Model 2019 
Registration 2022
Current millage 36000 
Only 10000 km run in Karachi 
1st owner 
No touchup 
Full original  
Just like a brand new 
Maintain in Toyota eastern
Starter installed","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Climate Control, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/412128568-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128569-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128570-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128571-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128572-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128573-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128574-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412128575-800x600.jpeg']",https://www.olx.com.pk/item/daihatsu-mira-iid-1080442167,
1080818286,Suzuki Swift 2015,Suzuki,Swift,2015,143000,2350000,Petrol,Lahore,Original,Local,Manual,Used,"Gulgasht Colony, Multan","Genuine engine
non-accidental
showered","ABS, Air Conditioning, AM/FM Radio, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Windows, Rear speakers, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/414382883-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382884-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382885-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382886-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382887-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382888-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382889-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382890-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382891-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414382892-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-swift-2015-iid-1080818286,Suzuki Swift 2015
1076569389,Suzuki bolan 2008,Suzuki,Bolan,2008,1105,500000,Petrol,Sindh,Original,Local,Manual,Used,"Baldia Town, Karachi",new engin new trie rim . recently outar shawar inner original. file miss hea. fir. aur book hea cplc sub clere hea file Ghar sy gum Howie hea,"AM/FM Radio, Front Speakers","['https://images.olx.com.pk/thumbnails/389308557-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308558-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308559-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308560-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308561-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308562-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308563-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308564-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308565-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308566-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308567-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/389308568-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-bolan-2008-iid-1076569389,Suzuki bolan 2008
1080333196,Suzuki Bolan,Suzuki,Bolan,2009,70000,825000,Petrol,Karachi,Original,Local,Manual,Used,"Model Colony, Karachi",I am selling Suzuki Bolan model 2009 in very good conndition. No any repair required just buy and drive without any hesitation,Air Conditioning,"['https://images.olx.com.pk/thumbnails/411494940-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411494941-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411494942-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411494943-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411494944-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-bolan-iid-1080333196,
1077713441,Civic Reborn 2007,Honda,Civic Oriel,2007,133980,1750000,Petrol,Gujrat,Original,Local,Manual,Used,"Toheed Town, Sialkot","Honda Civic Reborn 2007 Model
- Neat and clean car
- Home used car
- Machanically 100%
- Engine and suspension 100%
- Non accidental
- Android penal installed
-  No paint no showered
- No work required
- Smooth Drive
- Just buy and drive
Contact; 034,146,879,41","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Climate Control, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/395926967-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926968-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926969-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926970-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926971-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926972-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926973-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926974-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926975-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926976-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926977-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926978-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/395926979-800x600.jpeg']",https://www.olx.com.pk/item/civic-reborn-2007-iid-1077713441,Civic Reborn 2007
1080534240,Wagon R 2014,Suzuki,Wagon R,2014,140000,1550000,Petrol,Karachi,Original,Local,Manual,Used,"Falcon Complex New Malir, Karachi","1/2 pcs touchup
140,000kms driven
body perfect","Air Bags, Air Conditioning, AM/FM Radio, CD Player, DVD Player, Front Speakers, Power Locks, Power Steering, Rear Camera, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/412682516-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682517-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682518-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682519-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682520-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682521-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682522-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682523-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412682524-800x600.jpeg']",https://www.olx.com.pk/item/wagon-r-2014-iid-1080534240,
1080821187,Argent sale,Suzuki,Mehran VXR,2008,12345,690000,Petrol,Islamabad,Duplicate,Imported,Manual,Used,"Babar Colony, Rawalpindi",full ganain candation hai sub ok hai card duplicate bana hai chaska party dor rahay,"Air Conditioning, AM/FM Radio, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/414398856-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398857-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398858-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398859-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398860-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398861-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398862-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398863-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398864-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398865-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398866-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398867-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414398868-800x600.jpeg']",https://www.olx.com.pk/item/argent-sale-iid-1080821187,
1080803664,Suzuki Mehran 2018,Suzuki,Mehran VXR,2018,73000,1090000,Petrol,Lahore,Original,Local,Manual,Used,"Model Town, Lahore","good condition car for sale 
few pieces touched. 
little touching required.","Air Conditioning, AM/FM Radio","['https://images.olx.com.pk/thumbnails/414290581-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414290582-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-mehran-2018-iid-1080803664,Suzuki Mehran 2018
1080610265,Corolla xli 2015,Toyota,Corolla XLI,2015,200000,3050000,Petrol,Lahore,Original,Local,Manual,Used,"Afghan Colony, Peshawar","70 % genuine, alloy rims, Android screen,back camera CNG never installed, biometric by hand my own name.",Alloy Rims,"['https://images.olx.com.pk/thumbnails/413134477-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134478-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134479-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134480-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134481-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134482-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134483-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134484-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134485-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134486-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134487-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134488-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413134489-800x600.jpeg']",https://www.olx.com.pk/item/corolla-xli-2015-iid-1080610265,Corolla xli 2015
1080692865,Honda City,Honda,City IVTEC,2011,123000,2500000,Petrol,Lahore,Original,Local,Manual,Used,"New Multan, Multan",Back camera total Genvion white colour smart card own my name Return file Karachi no computer no plates,"Alloy Rims, CD Player, DVD Player, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera","['https://images.olx.com.pk/thumbnails/413627366-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627367-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627368-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627369-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627370-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627371-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627372-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413627373-800x600.jpeg']",https://www.olx.com.pk/item/honda-city-iid-1080692865,
1080097587,Mini pejero 2000,Mitsubishi,Pajero Mini,2000,150000,1190000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gari Sohbat Khan, Peshawar","Mini pejero Turbo and Automatic 
An Excellent mini pejero 
2000 Model 2007 Registration , Outside few touch ups not shower and inside full genuine Excellent condition . Alram and Remont center locks ,Automatic Gear, turbo engine soundless,Ac,tyer everything is in excellent condition. No accident,No mechanical work required. Buy and drive. smart card , file by hand. token clear
Both Petrol and CNG . excellent full avarge .   Chaska party stay away
Sindh Registration . Only serious buyer Contact me. thanks 

Location, Peshawar
Time waster stay awayi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents","['https://images.olx.com.pk/thumbnails/410081088-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081089-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081090-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081091-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081092-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081093-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081094-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410081095-800x600.jpeg']",https://www.olx.com.pk/item/mini-pejero-2000-iid-1080097587,Mini pejero 2000
1080756082,Suzuki bolan,Suzuki,Bolan,2006,100000,740000,Petrol,Lahore,Original,Local,Manual,Used,"Bahria Town Phase 8, Rawalpindi","2006
Lahore reg
inner genioun
engine gear tyre ok","Alloy Rims, AM/FM Radio","['https://images.olx.com.pk/thumbnails/413995051-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995052-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995053-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995054-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995055-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995056-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995057-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413995058-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-bolan-iid-1080756082,
1036970933,Daihatsu Cuore 2004,Daihatsu,Cuore,2004,100000,700000,Petrol,Karachi,Original,Local,Manual,Used,"Commercial Market, Rawalpindi","Daihatsu Cuore 2004
genuine color
only left back door touching
Sindh Registered at my own name
Smart Card and file complete available
Computerised Number Plates Available
CPLC clear
Token clear uptodate
Petrol, AC, Heater all working,
CNG Cylinder and kit removed. 
Power Window, Center Locking
can contact at WhatsApp at same number. 
exchange possible with automatic car.","Air Conditioning, AM/FM Radio, Front Speakers, Keyless Entry, Power Locks, Power Windows, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/179035215-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/179035216-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/179035217-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/182759085-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/182759086-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564666-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564667-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564668-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564669-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564670-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564671-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564672-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/199564673-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/237981275-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/237981276-800x600.jpeg']",https://www.olx.com.pk/item/daihatsu-cuore-2004-iid-1036970933,Daihatsu Cuore 2004
1080762411,Suzuki Cultus,Suzuki,Cultus VXR,2007,99000,700000,Petrol,Sindh,Original,Local,Manual,Used,"Fort Colony, Multan",selling out urgently. Fit car.,Air Conditioning,"['https://images.olx.com.pk/thumbnails/414034206-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034207-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034208-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034209-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034210-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034211-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034212-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034213-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034214-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034215-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034216-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034217-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034218-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034219-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414034220-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-cultus-iid-1080762411,
1080840336,Toyota Yaris,Toyota,Yaris,2020,6000,4650000,Petrol,Karachi,Original,Imported,Automatic,Used,"Khalid Bin Walid Road, Karachi","Yaris hatchback
 model 2020 
X Grade 
Colour Silver 
Milage 6000km 
Auction Grade 4","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/414511623-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511624-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511625-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511626-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511627-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511628-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511629-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511630-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511631-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511632-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511633-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511635-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511637-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511639-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511641-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511642-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511643-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511644-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414511645-800x600.jpeg']",https://www.olx.com.pk/item/toyota-yaris-iid-1080840336,
1080657012,Honda City,Honda,City IVTEC,2019,80000,4000000,Petrol,Lahore,Original,Imported,Automatic,Used,"Punjab Govt Servants Housing Foundation, Faisalabad",No accident and genuine condition,Power Windows,"['https://images.olx.com.pk/thumbnails/413410319-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413410320-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413410321-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413410322-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413410323-800x600.jpeg']",https://www.olx.com.pk/item/honda-city-iid-1080657012,
1080563685,Mahran Vxr,Suzuki,Mehran VXR,2018,1234,1130000,Petrol,Multan,Original,Local,Manual,Used,"Chungi No 8, Multan","Suzuki Mehran VXR 2018 Good condition
Home used car
Documents cleared
Total genuine
2nd owner
Tyres in new
Engine 100% ok
Biomatric available
chil AC all ok
Smart card available
No work required
Just buy and drive 
Serious buyers can contact
dekhne K Subha 10 se 2 Bjy tak Rabta karin 
OLX pe mssg karin",AM/FM Radio,"['https://images.olx.com.pk/thumbnails/412857348-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857349-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857350-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857351-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857352-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857353-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857354-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857355-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857356-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857357-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412857358-800x600.jpeg']",https://www.olx.com.pk/item/mahran-vxr-iid-1080563685,
1080629598,Suzuki Mehran,Suzuki,Mehran VXR,2018,54000,1230000,Petrol,Lahore,Original,Local,Manual,Used,"I-8, Islamabad",Suzuki Mehran 2pic miner taching,AM/FM Radio,"['https://images.olx.com.pk/thumbnails/413245045-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245046-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245047-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245048-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245049-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245050-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245051-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245052-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245053-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245054-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245055-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245056-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245057-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245058-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245059-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245060-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245061-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245062-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413245063-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-mehran-iid-1080629598,
1080474705,Suzuki 2017,Suzuki,Ravi,2017,160000,1400000,Petrol,Multan,Original,Local,Manual,Used,"Nusrat Road, Multan","Gari almost new hay
Engine 8/10
Tyre 7/10
Body 8/10
Mechanically 8/10
Gari may pichay hood laga howa hay
Gari may ac bhi laga howa hay
Gari full genuine hay jis nay dekhni ho call kar kay timing set kal lain price is negotiable call at ",Air Conditioning,"['https://images.olx.com.pk/thumbnails/412314572-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412314573-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412314574-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412314575-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/412314576-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-2017-iid-1080474705,
1080727498,Honda City 2004,Honda,City IDSI,2004,243000,1550000,Petrol,Lahore,Original,Imported,Manual,Used,"Wah Cantt, Wah","Inner room Full genuine,outer 20% touching 
Leather seats
Clean in lnner room 
Outstanding fuel average
original documents
wah cantt E-tag available 
","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Power Locks, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/413829123-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829124-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829125-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829126-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829127-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829128-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829129-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829130-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829131-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829132-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413829133-800x600.jpeg']",https://www.olx.com.pk/item/honda-city-2004-iid-1080727498,Honda City 2004
1080690358,Kia Sportage,KIA,Sportage,2005,2000,1420000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 17, Karachi",KIA Sportage 2005 model.,Air Conditioning,"['https://images.olx.com.pk/thumbnails/413612104-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612105-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612106-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612107-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612108-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612109-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612110-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612111-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612112-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413612113-800x600.jpeg']",https://www.olx.com.pk/item/kia-sportage-iid-1080690358,
1080234894,Toyota grande 2015,Toyota,Altis Grande,2015,92700,4180000,Petrol,Islamabad,Original,Local,Automatic,Used,"Bahria Town - Sector E, Lahore",neat and clean car total original continental tried brand new dry Dawoo bettery recently installed spare tire in brand new fully maintenance by Toyota company price is fixed don't waste it time,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cruise Control, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/410900810-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900811-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900812-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900813-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900814-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900815-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900816-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900817-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900818-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900819-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900820-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900821-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900822-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410900823-800x600.jpeg']",https://www.olx.com.pk/item/toyota-grande-2015-iid-1080234894,Toyota grande 2015
